Age,Gender,"Location (country, city)","Educational level (e.g., undergraduate, graduate)","Stream(MEDIICAL,ENGINEERING,DESIGNING,etc.)",Reading frequency ,Average Reading Duration (minutes),"Types of content (e.g., textbooks, research papers, fiction, technical articles)","Reading preferences (e-books, PDFs, web articles)"
35,Female,Ahmedabad,Professional Level,Mechanical Engineering,DAILY,60,Textbooks,
52,Female,Solapur,Professional Level,Electrical Engineering,WEEKLY,45,Technical Articles,
28,Female,Hyderabad,Master's Level,Chemical Engineering,MONTHLY,15,Research Papers,
58,Male,Amritsar,Professional Level,Civil Engineering,MONTHLY,90,Technical Articles,
46,Male,Howrah,Professional Level,Computer Science/Engineering,DAILY,30,Textbooks,
36,Male,Visakhapatnam,Professional Level,Legal Studies,DAILY,60,Research Papers,
55,Female,Kota,Professional Level,Mechanical Engineering,WEEKLY,45,Technical Articles,
47,Female,Surat,Professional Level,Software Engineering,MONTHLY,15,Research Papers,
33,Female,Bareilly,Master's Level,Medicine,DAILY,30,Textbooks,
57,Female,Vadodara,Professional Level,Electrical Engineering,WEEKLY,60,Research Papers,
40,Female,Guwahati,Professional Level,Civil Engineering,DAILY,45,Technical Articles,
21,Female,Mysore,Undergraduate/Graduate Level,Nursing,MONTHLY,90,Textbooks,
49,Female,Aurangabad,Professional Level,Chemical Engineering,WEEKLY,60,Technical Articles,
32,Male,Bhopal,Master's Level,Architecture,DAILY,30,Research Papers,
51,Male,Ghaziabad,Professional Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
39,Female,Ludhiana,Professional Level,Computer Science/Engineering,DAILY,15,Textbooks,
25,Female,Allahabad,Master's Level,Electrical Engineering,WEEKLY,60,Research Papers,
54,Female,Jabalpur,Professional Level,Legal Studies,MONTHLY,45,Technical Articles,
27,Male,Kanpur,Master's Level,Software Engineering,DAILY,30,Fiction Novels,
38,Male,Kolkata,Professional Level,Civil Engineering,WEEKLY,60,Textbooks,
22,Male,Varanasi,Undergraduate/Graduate Level,Chemical Engineering,DAILY,15,Technical Articles,
48,Male,Navi Mumbai,Professional Level,Medicine,MONTHLY,30,News Articles,
30,Male,Dhanbad,Master's Level,Mechanical Engineering,DAILY,90,Textbooks,
41,Female,Gwalior,Professional Level,Electrical Engineering,MONTHLY,45,Research Papers,
34,Female,Chandigarh,Master's Level,Computer Science/Engineering,WEEKLY,60,Technical Articles,
23,Female,Nagpur,Undergraduate/Graduate Level,Interior Design,DAILY,30,Blogs,
31,Female,Pimpri-Chinchwad,Master's Level,Civil Engineering,WEEKLY,15,Textbooks,
56,Female,Ranchi,Professional Level,Legal Studies,DAILY,45,Technical Articles,
45,Male,Visakhapatnam,Professional Level,Chemical Engineering,DAILY,60,Textbooks,
55,Male,Chennai,Professional Level,Software Engineering,WEEKLY,30,Technical Articles,
19,Male,Lucknow,Undergraduate/Graduate Level,Mechanical Engineering,MONTHLY,90,Research Papers,
53,Female,Kota,Professional Level,Electrical Engineering,DAILY,15,Textbooks,
28,Female,Vadodara,Master's Level,Medicine,MONTHLY,30,Technical Articles,
50,Female,Thane,Professional Level,Civil Engineering,DAILY,60,Research Papers,
36,Female,Aurangabad,Professional Level,Computer Science/Engineering,WEEKLY,45,Technical Articles,
26,Female,Patna,Master's Level,Architecture,DAILY,60,Textbooks,
52,Female,Faridabad,Professional Level,Mechanical Engineering,MONTHLY,30,Research Papers,
47,Female,Guwahati,Professional Level,Legal Studies,WEEKLY,15,Technical Articles,
37,Male,Allahabad,Professional Level,Software Engineering,MONTHLY,45,Research Papers,
44,Male,Bhopal,Professional Level,Electrical Engineering,DAILY,60,Textbooks,
58,Female,Mysore,Professional Level,Chemical Engineering,DAILY,30,Research Papers,
24,Female,Srinagar,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,90,Technical Articles,
32,Female,Meerut,Master's Level,Medicine,MONTHLY,15,Textbooks,
57,Male,Gurgaon,Professional Level,Computer Science/Engineering,WEEKLY,30,Technical Articles,
20,Female,Jabalpur,Undergraduate/Graduate Level,Nursing,DAILY,60,Research Papers,
39,Female,Amritsar,Professional Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
25,Female,Ludhiana,Master's Level,Electrical Engineering,WEEKLY,15,Textbooks,
51,Male,Agra,Professional Level,Chemical Engineering,DAILY,30,Research Papers,
33,Male,Nagpur,Master's Level,Legal Studies,MONTHLY,60,Technical Articles,
42,Male,Bhopal,Professional Level,Civil Engineering,WEEKLY,45,Fiction Novels,
54,Female,Chandigarh,Professional Level,Software Engineering,DAILY,90,Textbooks,
29,Female,Vadodara,Master's Level,Medicine,WEEKLY,60,Technical Articles,
46,Female,Pune,Professional Level,Computer Science/Engineering,DAILY,30,News Articles,
22,Female,Varanasi,Undergraduate/Graduate Level,Interior Design,MONTHLY,45,Textbooks,
35,Female,Ranchi,Professional Level,Mechanical Engineering,WEEKLY,15,Research Papers,
48,Female,Allahabad,Professional Level,Civil Engineering,DAILY,60,Technical Articles,
27,Female,Chennai,Master's Level,Electrical Engineering,MONTHLY,45,Blogs,
38,Male,Visakhapatnam,Professional Level,Architecture,WEEKLY,30,Textbooks,
21,Male,Lucknow,Undergraduate/Graduate Level,Software Engineering,DAILY,60,Technical Articles,
40,Female,Hyderabad,Professional Level,Chemical Engineering,WEEKLY,45,Textbooks,
23,Female,Gwalior,Undergraduate/Graduate Level,Computer Science/Engineering,MONTHLY,15,Technical Articles,
50,Female,Thane,Professional Level,Legal Studies,DAILY,90,Research Papers,
31,Male,Dhanbad,Master's Level,Mechanical Engineering,WEEKLY,30,Textbooks,
56,Male,Nagpur,Professional Level,Electrical Engineering,DAILY,60,Technical Articles,
37,Male,Vadodara,Professional Level,Medicine,MONTHLY,45,Research Papers,
49,Male,Aurangabad,Professional Level,Civil Engineering,DAILY,15,Technical Articles,
26,Male,Meerut,Master's Level,Nursing,MONTHLY,30,Textbooks,
41,Female,Srinagar,Professional Level,Chemical Engineering,WEEKLY,60,Research Papers,
55,Female,Pimpri-Chinchwad,Professional Level,Mechanical Engineering,DAILY,45,Technical Articles,
30,Female,Howrah,Master's Level,Software Engineering,WEEKLY,90,Research Papers,
52,Female,Amritsar,Professional Level,Legal Studies,MONTHLY,60,Textbooks,
18,Female,Jabalpur,Undergraduate/Graduate Level,Electrical Engineering,DAILY,30,Research Papers,
53,Female,Kota,Professional Level,Civil Engineering,WEEKLY,45,Technical Articles,
34,Female,Patna,Master's Level,Computer Science/Engineering,MONTHLY,15,Textbooks,
24,Female,Faridabad,Undergraduate/Graduate Level,Medicine,DAILY,60,Technical Articles,
45,Female,Guwahati,Professional Level,Mechanical Engineering,DAILY,45,Research Papers,
28,Female,Bareilly,Master's Level,Software Engineering,WEEKLY,30,Technical Articles,
43,Female,Mysore,Professional Level,Legal Studies,MONTHLY,60,Textbooks,
57,Female,Vadodara,Professional Level,Civil Engineering,WEEKLY,15,Research Papers,
32,Male,Ludhiana,Master's Level,Chemical Engineering,DAILY,30,Technical Articles,
46,Female,Bhopal,Professional Level,Electrical Engineering,MONTHLY,90,Textbooks,
25,Female,Chandigarh,Master's Level,Mechanical Engineering,WEEKLY,45,Technical Articles,
54,Female,Visakhapatnam,Professional Level,Nursing,DAILY,60,Research Papers,
22,Female,Agra,Undergraduate/Graduate Level,Computer Science/Engineering,WEEKLY,30,Technical Articles,
51,Male,Allahabad,Professional Level,Medicine,MONTHLY,15,Textbooks,
36,Male,Pune,Professional Level,Civil Engineering,DAILY,45,Research Papers,
47,Male,Varanasi,Professional Level,Architecture,MONTHLY,60,Technical Articles,
29,Male,Chennai,Master's Level,Software Engineering,DAILY,30,Textbooks,
38,Male,Dhanbad,Professional Level,Electrical Engineering,WEEKLY,90,Technical Articles,
20,Male,Ranchi,Undergraduate/Graduate Level,Legal Studies,MONTHLY,15,Research Papers,
39,Male,Nagpur,Professional Level,Mechanical Engineering,WEEKLY,30,Fiction Novels,
56,Male,Gurgaon,Professional Level,Chemical Engineering,DAILY,60,Textbooks,
31,Female,Aurangabad,Master's Level,Civil Engineering,DAILY,15,Technical Articles,
58,Female,Kota,Professional Level,Computer Science/Engineering,WEEKLY,30,News Articles,
33,Female,Thane,Master's Level,Medicine,MONTHLY,60,Textbooks,
42,Female,Allahabad,Professional Level,Electrical Engineering,MONTHLY,45,Research Papers,
19,Female,Patna,Undergraduate/Graduate Level,Software Engineering,DAILY,90,Technical Articles,
53,Female,Meerut,Professional Level,Mechanical Engineering,WEEKLY,45,Blogs,
27,Female,Srinagar,Master's Level,Interior Design,DAILY,30,Textbooks,
45,Female,Jabalpur,Professional Level,Legal Studies,WEEKLY,60,Technical Articles,
34,Female,Mysore,Master's Level,Civil Engineering,MONTHLY,15,Textbooks,
55,Female,Faridabad,Professional Level,Nursing,DAILY,45,Technical Articles,
24,Male,Guwahati,Undergraduate/Graduate Level,Chemical Engineering,WEEKLY,90,Research Papers,
48,Female,Vadodara,Professional Level,Medicine,DAILY,15,Textbooks,
21,Female,Gwalior,Undergraduate/Graduate Level,Computer Science/Engineering,MONTHLY,30,Technical Articles,
44,Female,Nagpur,Professional Level,Electrical Engineering,WEEKLY,60,Research Papers,
37,Female,Pune,Professional Level,Mechanical Engineering,DAILY,45,Technical Articles,
50,Female,Srinagar,Professional Level,Software Engineering,MONTHLY,30,Textbooks,
28,Female,Chandigarh,Master's Level,Civil Engineering,DAILY,15,Research Papers,
54,Female,Dhanbad,Professional Level,Legal Studies,WEEKLY,90,Technical Articles,
23,Male,Kanpur,Undergraduate/Graduate Level,Mechanical Engineering,MONTHLY,45,Research Papers,
52,Female,Agra,Professional Level,Chemical Engineering,DAILY,60,Textbooks,
30,Male,Allahabad,Master's Level,Electrical Engineering,WEEKLY,30,Research Papers,
41,Female,Visakhapatnam,Professional Level,Medicine,DAILY,45,Technical Articles,
26,Male,Bhopal,Master's Level,Software Engineering,WEEKLY,90,Textbooks,
43,Female,Lucknow,Professional Level,Civil Engineering,MONTHLY,15,Technical Articles,
35,Male,Guwahati,Professional Level,Computer Science/Engineering,MONTHLY,60,Research Papers,
49,Female,Vadodara,Professional Level,Nursing,DAILY,45,Technical Articles,
22,Female,Aurangabad,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,30,Textbooks,
57,Male,Meerut,Professional Level,Legal Studies,WEEKLY,15,Research Papers,
32,Male,Amritsar,Master's Level,Electrical Engineering,MONTHLY,60,Technical Articles,
40,Female,Jabalpur,Professional Level,Civil Engineering,DAILY,90,Fiction Novels,
18,Female,Bareilly,Undergraduate/Graduate Level,Architecture,WEEKLY,45,Textbooks,
38,Male,Mysore,Professional Level,Chemical Engineering,DAILY,30,Technical Articles,
47,Female,Gurgaon,Professional Level,Computer Science/Engineering,MONTHLY,60,News Articles,
25,Male,Kota,Master's Level,Medicine,WEEKLY,15,Textbooks,
51,Female,Coimbatore,Professional Level,Software Engineering,DAILY,90,Research Papers,
29,Male,Kochi (Cochin),Master's Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
54,Female,Madurai,Professional Level,Electrical Engineering,WEEKLY,30,Blogs,
36,Male,Tiruchirappalli (Trichy),Professional Level,Legal Studies,DAILY,60,Textbooks,
55,Female,Bhubaneswar,Professional Level,Civil Engineering,WEEKLY,15,Research Papers,
27,Male,Cuttack,Master's Level,Nursing,MONTHLY,45,Fiction Novels,
45,Female,Jamshedpur,Professional Level,Chemical Engineering,DAILY,90,Technical Articles,
20,Male,Asansol,Undergraduate/Graduate Level,Mechanical Engineering,WEEKLY,30,News Articles,
46,Female,Durgapur,Professional Level,Computer Science/Engineering,MONTHLY,60,Textbooks,
34,Female,Ranchi,Master's Level,Medicine,DAILY,45,Technical Articles,
50,Female,Rajahmundry,Professional Level,Software Engineering,DAILY,15,Research Papers,
33,Male,Tirupati,Master's Level,Civil Engineering,WEEKLY,30,Fiction Novels,
57,Male,Ujjain,Professional Level,Electrical Engineering,MONTHLY,60,Technical Articles,
23,Female,Bilaspur,Undergraduate/Graduate Level,Legal Studies,DAILY,90,Textbooks,
42,Female,Warangal,Professional Level,Architecture,WEEKLY,15,Technical Articles,
39,Male,Tirunelveli,Professional Level,Computer Science/Engineering,DAILY,30,Research Papers,
56,Male,Salem,Professional Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
31,Male,Erode,Master's Level,Chemical Engineering,WEEKLY,60,Fiction Novels,
26,Male,Dehradun,Master's Level,Civil Engineering,DAILY,15,Textbooks,
43,Female,Jammu,Professional Level,Medicine,MONTHLY,90,Technical Articles,
21,Female,Mangalore,Undergraduate/Graduate Level,Software Engineering,DAILY,30,Research Papers,
52,Female,Belgaum,Professional Level,Electrical Engineering,WEEKLY,45,Fiction Novels,
24,Female,Nellore,Undergraduate/Graduate Level,Legal Studies,MONTHLY,60,Technical Articles,
44,Female,Guntur,Professional Level,Mechanical Engineering,DAILY,15,Textbooks,
37,Female,Kollam,Professional Level,Computer Science/Engineering,WEEKLY,45,Technical Articles,
48,Female,Nanded,Professional Level,Civil Engineering,DAILY,30,Research Papers,
28,Female,Durg,Master's Level,Nursing,MONTHLY,60,Technical Articles,
58,Female,Ajmer,Professional Level,Chemical Engineering,DAILY,45,Fiction Novels,
35,Female,Gulbarga,Professional Level,Electrical Engineering,MONTHLY,15,Textbooks,
55,Female,Bhagalpur,Professional Level,Medicine,WEEKLY,90,Technical Articles,
30,Male,Karnal,Master's Level,Software Engineering,DAILY,30,Research Papers,
53,Male,Saharanpur,Professional Level,Legal Studies,WEEKLY,60,Fiction Novels,
32,Male,Shimla,Master's Level,Mechanical Engineering,DAILY,45,Technical Articles,
47,Female,Alwar,Professional Level,Civil Engineering,MONTHLY,15,Textbooks,
25,Female,Muzaffarpur,Master's Level,Computer Science/Engineering,WEEKLY,30,Technical Articles,
54,Female,Mathura,Professional Level,Architecture,DAILY,60,Research Papers,
19,Female,Rajpur Sonarpur,Undergraduate/Graduate Level,Electrical Engineering,MONTHLY,45,Technical Articles,
40,Female,Kamarhati,Professional Level,Chemical Engineering,DAILY,90,Fiction Novels,
46,Female,Avadi,Professional Level,Medicine,WEEKLY,15,Textbooks,
22,Female,Tumkur,Undergraduate/Graduate Level,Software Engineering,MONTHLY,30,Technical Articles,
41,Male,Noida,Professional Level,Civil Engineering,DAILY,60,Research Papers,
34,Male,Kakinada,Master's Level,Legal Studies,WEEKLY,45,Fiction Novels,
49,Female,Nizamabad,Professional Level,Mechanical Engineering,MONTHLY,90,Technical Articles,
36,Female,Parbhani,Professional Level,Electrical Engineering,DAILY,15,Textbooks,
51,Female,Latur,Professional Level,Nursing,MONTHLY,30,Technical Articles,
29,Male,Ratlam,Master's Level,Computer Science/Engineering,DAILY,60,Research Papers,
38,Male,Panipat,Professional Level,Medicine,WEEKLY,45,Technical Articles,
56,Male,Gandhinagar,Professional Level,Chemical Engineering,MONTHLY,60,Fiction Novels,
23,Male,Bathinda,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,15,Textbooks,
42,Male,Yamunanagar,Professional Level,Software Engineering,DAILY,30,Technical Articles,
57,Female,Pali,Professional Level,Chemical Engineering,DAILY,90,Research Papers,
33,Female,Rewa,Master's Level,Civil Engineering,WEEKLY,45,Fiction Novels,
50,Female,Mathura,Professional Level,Computer Science/Engineering,MONTHLY,60,Technical Articles,
24,Female,Palakkad,Undergraduate/Graduate Level,Legal Studies,MONTHLY,30,Textbooks,
31,Female,Satara,Master's Level,Mechanical Engineering,DAILY,15,Textbooks,
45,Female,Bijapur,Professional Level,Software Engineering,WEEKLY,45,Research Papers,
27,Female,Kapurthala,Master's Level,Electrical Engineering,DAILY,60,Fiction Novels,
52,Female,Bharatpur,Professional Level,Medicine,WEEKLY,30,Textbooks,
35,Female,Hoshiarpur,Professional Level,Mechanical Engineering,MONTHLY,90,Technical Articles,
58,Female,Bilaspur,Professional Level,Computer Science/Engineering,DAILY,15,Magazine Articles,
20,Female,Aligarh,Undergraduate/Graduate Level,Architecture,WEEKLY,45,Blogs,
47,Female,Raichur,Professional Level,Civil Engineering,DAILY,60,Poetry,
28,Male,Agartala,Master's Level,Electrical Engineering,MONTHLY,30,Instruction Manual,
55,Female,Bhilwara,Professional Level,Interior Design,WEEKLY,60,Textbooks,
39,Female,Udaipur,Professional Level,Software Engineering,DAILY,45,Research Papers,
26,Female,Korba,Master's Level,Nursing,MONTHLY,15,News Articles,
53,Female,Nalgonda,Professional Level,Chemical Engineering,DAILY,30,Textbooks,
32,Male,Navi Mumbai,Master's Level,Electrical Engineering,WEEKLY,60,Technical Articles,
41,Male,Bhiwandi,Professional Level,Mechanical Engineering,MONTHLY,45,Research Papers,
21,Male,Amravati,Undergraduate/Graduate Level,Medicine,DAILY,90,Fiction Novels,
54,Male,Gandhinagar,Professional Level,Legal Studies,WEEKLY,15,Textbooks,
37,Male,Dhanbad,Professional Level,Civil Engineering,DAILY,30,Technical Articles,
48,Male,Bhavnagar,Professional Level,Software Engineering,DAILY,60,Textbooks,
30,Male,Bikaner,Master's Level,Computer Science/Engineering,MONTHLY,45,Technical Articles,
44,Male,Ambala,Professional Level,Mechanical Engineering,WEEKLY,15,Research Papers,
22,Female,Deoghar,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,30,Textbooks,
29,Female,Bellary,Master's Level,Chemical Engineering,DAILY,60,Technical Articles,
46,Female,Sultan Pur Majra,Professional Level,Civil Engineering,MONTHLY,45,Research Papers,
56,Female,Tiruppur,Professional Level,Computer Science/Engineering,WEEKLY,90,Technical Articles,
36,Female,Durgapur,Professional Level,Legal Studies,DAILY,60,Textbooks,
25,Female,Anantapur,Master's Level,Mechanical Engineering,WEEKLY,30,Research Papers,
49,Female,Udham Singh Nagar,Professional Level,Software Engineering,DAILY,45,Technical Articles,
38,Female,Chandrapur,Professional Level,Medicine,MONTHLY,15,Research Papers,
57,Female,Vellore,Professional Level,Electrical Engineering,DAILY,60,Textbooks,
23,Female,Dindigul,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,45,Research Papers,
